figure_id,Collection,Compartment,OMEROFigurelink,image,Flybase_ID,FlyBase link,Gene,Is RNA in MB neuropil?,Is protein in MB neuropil?_x,Is RNA in MB neuropil?,Is protein expressed in MB neuropil?,Is RNA in OL neuropil?_y,Is protein in OL neuropil?_y,Is RNA in NMJ axon?,Is protein in NMJ axon?,"Cell-specific transcription, CB?_x","Intercellular protein:RNA discordance, CB?_x","Cell-specific transcription, CB?_y","Intercellular protein:RNA discordance, CB?_y",Revise figure?,RNA expressed in CB?_x,Punctate CB?_x,RNA expressed in CB?_y,Protein expressedin CB?_y,Protein expressed in CB?_x,"Data interpretable, MB?_x","Data interpretable, CB?_y",Punctate in CB?_y,neurite_RNA_enrich,brain_RNAseq,brain_Syp_RIP_seq,CNS_Imp_RIP_seq,goAnnotation_x,goAnnotation_y
2138420,CPTI000433,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138420,2138420.png,FBgn0004647,http://flybase.org/reports/FBgn0004647,N,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,both,yes,both,both,both,yes,yes,yes,,5574,3347,906,"Malpighian tubule tip cell differentiation;Notch signaling pathway;R1/R6 cell differentiation;R3/R4 cell fate commitment;R7 cell differentiation;actin filament organization;anesthesia-resistant memory;anterior/posterior pattern specification;asymmetric cell division;axon guidance;border follicle cell migration;cell dedifferentiation;cell differentiation;cell fate specification;chaeta development;chaeta morphogenesis;compartment boundary maintenance;compound eye cone cell fate commitment;compound eye development;compound eye morphogenesis;compound eye retinal cell programmed cell death;crystal cell differentiation;defense response to insect;determination of adult lifespan;dorsal appendage formation;dorsal closure;dorsal/ventral axis specification;dorsal/ventral lineage restriction, imaginal disc;dorsal/ventral pattern formation, imaginal disc;ectoderm development;embryonic crystal cell differentiation;embryonic hemopoiesis;epithelial cell proliferation involved in Malpighian tubule morphogenesis;epithelial cell type specification, open tracheal system;establishment of imaginal disc-derived wing hair orientation;establishment of ommatidial planar polarity;eye-antennal disc development;eye-antennal disc morphogenesis;female germ-line stem cell population maintenance;foregut morphogenesis;formation of a compartment boundary;germ-line stem cell population maintenance;germ-line stem-cell niche homeostasis;germarium-derived egg chamber formation;germarium-derived female germ-line cyst encapsulation;glial cell differentiation;glial cell fate determination;glial cell migration;hemocyte proliferation;imaginal disc growth;imaginal disc pattern formation;imaginal disc-derived leg joint morphogenesis;imaginal disc-derived leg segmentation;imaginal disc-derived male genitalia morphogenesis;imaginal disc-derived wing margin morphogenesis;imaginal disc-derived wing morphogenesis;imaginal disc-derived wing vein specification;intestinal stem cell homeostasis;lamellocyte differentiation;larval lymph gland hemopoiesis;lateral inhibition;leg disc morphogenesis;long-term memory;lymph gland development;mesoderm development;morphogenesis of an epithelial fold;morphogenesis of follicular epithelium;motor neuron axon guidance;muscle cell cellular homeostasis;muscle cell fate determination;negative regulation of JNK cascade;negative regulation of cell-cell adhesion mediated by cadherin;negative regulation of compound eye photoreceptor development;negative regulation of gene expression;negative regulation of lamellocyte differentiation;negative regulation of neurogenesis;nervous system process;neuroblast development;neuroblast fate determination;neuroblast proliferation;neuron fate determination;neuron fate specification;neuronal stem cell population maintenance;oocyte anterior/posterior axis specification;oocyte localization involved in germarium-derived egg chamber formation;oogenesis;ovarian follicle cell development;ovarian follicle cell migration;ovarian follicle cell stalk formation;peripheral nervous system development;positive regulation of G1/S transition of mitotic cell cycle;positive regulation of cell population proliferation;positive regulation of crystal cell differentiation;positive regulation of gene expression;positive regulation of neuroblast proliferation;positive regulation of neuron apoptotic process;positive regulation of transcription by RNA polymerase II;positive regulation of transcription, DNA-templated;regulation of cardioblast cell fate specification;regulation of cell differentiation;regulation of crystal cell differentiation;regulation of filopodium assembly;regulation of glycolytic process;regulation of growth;regulation of mitotic cell cycle;regulation of neuroblast proliferation;regulation of neurogenesis;regulation of stem cell division;response to symbiont;retinal cell programmed cell death;second mitotic wave involved in compound eye morphogenesis;sensory organ development;sensory organ precursor cell fate determination;skeletal muscle tissue development;stem cell differentiation;ventral cord development;wing disc dorsal/ventral pattern formation;wing disc pattern formation;wing disc proximal/distal pattern formation","Malpighian tubule tip cell differentiation;Notch signaling pathway;R1/R6 cell differentiation;R3/R4 cell fate commitment;R7 cell differentiation;actin filament organization;anesthesia-resistant memory;anterior/posterior pattern specification;asymmetric cell division;axon guidance;border follicle cell migration;cell dedifferentiation;cell differentiation;cell fate specification;chaeta development;chaeta morphogenesis;compartment boundary maintenance;compound eye cone cell fate commitment;compound eye development;compound eye morphogenesis;compound eye retinal cell programmed cell death;crystal cell differentiation;defense response to insect;determination of adult lifespan;dorsal appendage formation;dorsal closure;dorsal/ventral axis specification;dorsal/ventral lineage restriction, imaginal disc;dorsal/ventral pattern formation, imaginal disc;ectoderm development;embryonic crystal cell differentiation;embryonic hemopoiesis;epithelial cell proliferation involved in Malpighian tubule morphogenesis;epithelial cell type specification, open tracheal system;establishment of imaginal disc-derived wing hair orientation;establishment of ommatidial planar polarity;eye-antennal disc development;eye-antennal disc morphogenesis;female germ-line stem cell population maintenance;foregut morphogenesis;formation of a compartment boundary;germ-line stem cell population maintenance;germ-line stem-cell niche homeostasis;germarium-derived egg chamber formation;germarium-derived female germ-line cyst encapsulation;glial cell differentiation;glial cell fate determination;glial cell migration;hemocyte proliferation;imaginal disc growth;imaginal disc pattern formation;imaginal disc-derived leg joint morphogenesis;imaginal disc-derived leg segmentation;imaginal disc-derived male genitalia morphogenesis;imaginal disc-derived wing margin morphogenesis;imaginal disc-derived wing morphogenesis;imaginal disc-derived wing vein specification;intestinal stem cell homeostasis;lamellocyte differentiation;larval lymph gland hemopoiesis;lateral inhibition;leg disc morphogenesis;long-term memory;lymph gland development;mesoderm development;morphogenesis of an epithelial fold;morphogenesis of follicular epithelium;motor neuron axon guidance;muscle cell cellular homeostasis;muscle cell fate determination;negative regulation of JNK cascade;negative regulation of cell-cell adhesion mediated by cadherin;negative regulation of compound eye photoreceptor development;negative regulation of gene expression;negative regulation of lamellocyte differentiation;negative regulation of neurogenesis;nervous system process;neuroblast development;neuroblast fate determination;neuroblast proliferation;neuron fate determination;neuron fate specification;neuronal stem cell population maintenance;oocyte anterior/posterior axis specification;oocyte localization involved in germarium-derived egg chamber formation;oogenesis;ovarian follicle cell development;ovarian follicle cell migration;ovarian follicle cell stalk formation;peripheral nervous system development;positive regulation of G1/S transition of mitotic cell cycle;positive regulation of cell population proliferation;positive regulation of crystal cell differentiation;positive regulation of gene expression;positive regulation of neuroblast proliferation;positive regulation of neuron apoptotic process;positive regulation of transcription by RNA polymerase II;positive regulation of transcription, DNA-templated;regulation of cardioblast cell fate specification;regulation of cell differentiation;regulation of crystal cell differentiation;regulation of filopodium assembly;regulation of glycolytic process;regulation of growth;regulation of mitotic cell cycle;regulation of neuroblast proliferation;regulation of neurogenesis;regulation of stem cell division;response to symbiont;retinal cell programmed cell death;second mitotic wave involved in compound eye morphogenesis;sensory organ development;sensory organ precursor cell fate determination;skeletal muscle tissue development;stem cell differentiation;ventral cord development;wing disc dorsal/ventral pattern formation;wing disc pattern formation;wing disc proximal/distal pattern formation"
2138437,CPTI000472,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138437,2138437.png,FBgn0036449,http://flybase.org/reports/FBgn0036449,bmm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,361,221,176,lipid catabolic process;lipid homeostasis;negative regulation of sequestering of triglyceride;positive regulation of lipid storage;triglyceride catabolic process;triglyceride homeostasis;triglyceride mobilization,lipid catabolic process;lipid homeostasis;negative regulation of sequestering of triglyceride;positive regulation of lipid storage;triglyceride catabolic process;triglyceride homeostasis;triglyceride mobilization
2138571,CPTI000560,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138571,2138571.png,FBgn0033166,http://flybase.org/reports/FBgn0033166,Eaf,no,no,no,no,no,no,no,no,no,yes,no,yes,no,both,no,both,both,both,yes,yes,yes,1,1150.333333,1283.333333,1989,"positive regulation of transcription, DNA-templated;regulation of DNA-templated transcription in response to stress;wound healing","positive regulation of transcription, DNA-templated;regulation of DNA-templated transcription in response to stress;wound healing"
2138135,CPTI000567,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138135,2138135.png,FBgn0262733,http://flybase.org/reports/FBgn0262733,Src64B,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,,3944.666667,6757.333333,5478,"actin cytoskeleton organization;activation of MAPKKK activity;adherens junction organization;axon guidance;cell differentiation;cellularization;epithelial cell-cell adhesion;female germline ring canal formation;female germline ring canal formation, actin assembly;female germline ring canal stabilization;filtration diaphragm assembly;germarium-derived egg chamber formation;germarium-derived female germ-line cyst encapsulation;long-term memory;mushroom body development;negative regulation of synaptic growth at neuromuscular junction;oocyte karyosome formation;oogenesis;open tracheal system development;ovarian fusome organization;ovarian nurse cell to oocyte transport;parallel actin filament bundle assembly;peptidyl-tyrosine autophosphorylation;peptidyl-tyrosine phosphorylation;positive regulation of epidermal growth factor receptor signaling pathway;positive regulation of fibroblast growth factor receptor signaling pathway;positive regulation of sevenless signaling pathway;positive regulation of torso signaling pathway;regulation of actin polymerization or depolymerization;regulation of cell population proliferation;regulation of synaptic plasticity;salivary gland morphogenesis;transmembrane receptor protein tyrosine kinase signaling pathway","actin cytoskeleton organization;activation of MAPKKK activity;adherens junction organization;axon guidance;cell differentiation;cellularization;epithelial cell-cell adhesion;female germline ring canal formation;female germline ring canal formation, actin assembly;female germline ring canal stabilization;filtration diaphragm assembly;germarium-derived egg chamber formation;germarium-derived female germ-line cyst encapsulation;long-term memory;mushroom body development;negative regulation of synaptic growth at neuromuscular junction;oocyte karyosome formation;oogenesis;open tracheal system development;ovarian fusome organization;ovarian nurse cell to oocyte transport;parallel actin filament bundle assembly;peptidyl-tyrosine autophosphorylation;peptidyl-tyrosine phosphorylation;positive regulation of epidermal growth factor receptor signaling pathway;positive regulation of fibroblast growth factor receptor signaling pathway;positive regulation of sevenless signaling pathway;positive regulation of torso signaling pathway;regulation of actin polymerization or depolymerization;regulation of cell population proliferation;regulation of synaptic plasticity;salivary gland morphogenesis;transmembrane receptor protein tyrosine kinase signaling pathway"
2138680,CPTI000609,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138680,2138680.png,FBgn0020443,http://flybase.org/reports/FBgn0020443,eRF3,no,no,no,no,no,no,no,yes,no,no,no,no,no,both,no,both,both,both,no,yes,no,,3541.666667,2759.666667,4477,cytoplasmic translational termination;translation;translational termination,cytoplasmic translational termination;translation;translational termination
2138491,CPTI000616,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138491,2138491.png,FBgn0000547,http://flybase.org/reports/FBgn0000547,ed,no,no,no,no,no,yes,no,no,yes,no,no,no,no,both,yes,both,both,both,yes,yes,yes,,5361.666667,6052,7932,"branch fusion, open tracheal system;cell-cell adhesion;contractile actin filament bundle assembly;dorsal appendage formation;dorsal closure;homophilic cell adhesion via plasma membrane adhesion molecules;imaginal disc-derived wing morphogenesis;morphogenesis of an epithelium;muscle organ morphogenesis;negative regulation of R8 cell differentiation;negative regulation of epidermal growth factor receptor signaling pathway;negative regulation of fusion cell fate specification;negative regulation of neurogenesis;ommatidial rotation;positive regulation of Notch signaling pathway;positive regulation of hippo signaling;regulation of actin cytoskeleton organization;regulation of actin cytoskeleton organization by cell-cell adhesion;regulation of cell shape;sensory organ development;wound healing","branch fusion, open tracheal system;cell-cell adhesion;contractile actin filament bundle assembly;dorsal appendage formation;dorsal closure;homophilic cell adhesion via plasma membrane adhesion molecules;imaginal disc-derived wing morphogenesis;morphogenesis of an epithelium;muscle organ morphogenesis;negative regulation of R8 cell differentiation;negative regulation of epidermal growth factor receptor signaling pathway;negative regulation of fusion cell fate specification;negative regulation of neurogenesis;ommatidial rotation;positive regulation of Notch signaling pathway;positive regulation of hippo signaling;regulation of actin cytoskeleton organization;regulation of actin cytoskeleton organization by cell-cell adhesion;regulation of cell shape;sensory organ development;wound healing"
2138878,CPTI000633,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138878,2138878.png,FBgn0028327,http://flybase.org/reports/FBgn0028327,l(1)G0320,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,1,3086,2990.666667,2990,,
2138624,CPTI000640,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138624,2138624.png,FBgn0261278,http://flybase.org/reports/FBgn0261278,grp,no,no,no,no,no,no,no,no,yes,no,no,no,no,both,yes,no,no,both,yes,yes,no,,5111.666667,3286.333333,2228,DNA damage checkpoint;cell cycle arrest;cellularization;centrosome separation;embryonic development via the syncytial blastoderm;imaginal disc development;intracellular signal transduction;mitotic DNA replication checkpoint;mitotic cell cycle checkpoint;protein phosphorylation;regulation of syncytial blastoderm mitotic cell cycle;response to radiation;spindle assembly;wound healing,DNA damage checkpoint;cell cycle arrest;cellularization;centrosome separation;embryonic development via the syncytial blastoderm;imaginal disc development;intracellular signal transduction;mitotic DNA replication checkpoint;mitotic cell cycle checkpoint;protein phosphorylation;regulation of syncytial blastoderm mitotic cell cycle;response to radiation;spindle assembly;wound healing
2138658,CPTI000736,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138658,2138658.png,FBgn0261722,http://flybase.org/reports/FBgn0261722,fwe,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,2365.666667,1406.333333,1501,bulk synaptic vesicle endocytosis;calcium ion transmembrane transport;calcium ion transport;cell competition in a multicellular organism;clathrin-dependent synaptic vesicle endocytosis;positive regulation of neuron apoptotic process;positive regulation of presynaptic cytosolic calcium concentration;regulation of apoptotic process;synaptic vesicle endocytosis;vesicle-mediated transport,bulk synaptic vesicle endocytosis;calcium ion transmembrane transport;calcium ion transport;cell competition in a multicellular organism;clathrin-dependent synaptic vesicle endocytosis;positive regulation of neuron apoptotic process;positive regulation of presynaptic cytosolic calcium concentration;regulation of apoptotic process;synaptic vesicle endocytosis;vesicle-mediated transport
2138313,CPTI000748,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138313,2138313.png,FBgn0015774,http://flybase.org/reports/FBgn0015774,NetB,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,,5354.666667,4811.333333,8424,animal organ morphogenesis;axon guidance;compound eye development;dendrite development;dendrite guidance;glial cell migration;motor neuron axon guidance;regulation of photoreceptor cell axon guidance;salivary gland boundary specification;synaptic target attraction;synaptic target recognition;tissue development,animal organ morphogenesis;axon guidance;compound eye development;dendrite development;dendrite guidance;glial cell migration;motor neuron axon guidance;regulation of photoreceptor cell axon guidance;salivary gland boundary specification;synaptic target attraction;synaptic target recognition;tissue development
2137945,CPTI000760,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137945,2137945.png,FBgn0003721,http://flybase.org/reports/FBgn0003721,Tm1,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,both,no,both,both,both,no,yes,no,1,7127,9653.666667,6757,actin filament organization;dendrite morphogenesis;muscle contraction;oogenesis;pole plasm assembly;pole plasm oskar mRNA localization;regulation of lamellipodium assembly;response to hyperoxia;stress fiber assembly,actin filament organization;dendrite morphogenesis;muscle contraction;oogenesis;pole plasm assembly;pole plasm oskar mRNA localization;regulation of lamellipodium assembly;response to hyperoxia;stress fiber assembly
2137761,CPTI000765,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137761,2137761.png,FBgn0037073,http://flybase.org/reports/FBgn0037073,Tsr1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,1,668,347,218,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
2138726,CPTI000774,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138726,2138726.png,FBgn0031645,http://flybase.org/reports/FBgn0031645,CG3036,no,no,no,no,no,no,no,no,yes,no,yes,no,no,both,yes,both,both,both,yes,yes,yes,,757,446.3333333,503,anion transport;transmembrane transport,anion transport;transmembrane transport
2138275,CPTI000850,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138275,2138275.png,FBgn0003041,http://flybase.org/reports/FBgn0003041,pbl,no,no,no,no,no,no,no,no,no,no,yes,no,no,both,no,no,no,both,yes,yes,no,,1836.666667,786.6666667,440,"Malpighian tubule morphogenesis;actin cytoskeleton reorganization;actomyosin contractile ring assembly;defasciculation of motor neuron axon;maintenance of protein location in cell;meiosis I cytokinesis;meiosis II cytokinesis;mesoderm migration involved in gastrulation;mesodermal cell migration;mitotic actomyosin contractile ring assembly;mitotic cytokinesis;negative regulation of canonical Wnt signaling pathway;negative regulation of cell size;nervous system development;positive regulation of GTPase activity;regulation of GTPase activity;regulation of Rho protein signal transduction;regulation of axonogenesis;regulation of cell shape;regulation of cytokinesis, actomyosin contractile ring assembly;response to wounding;spindle assembly;wound healing","Malpighian tubule morphogenesis;actin cytoskeleton reorganization;actomyosin contractile ring assembly;defasciculation of motor neuron axon;maintenance of protein location in cell;meiosis I cytokinesis;meiosis II cytokinesis;mesoderm migration involved in gastrulation;mesodermal cell migration;mitotic actomyosin contractile ring assembly;mitotic cytokinesis;negative regulation of canonical Wnt signaling pathway;negative regulation of cell size;nervous system development;positive regulation of GTPase activity;regulation of GTPase activity;regulation of Rho protein signal transduction;regulation of axonogenesis;regulation of cell shape;regulation of cytokinesis, actomyosin contractile ring assembly;response to wounding;spindle assembly;wound healing"
2137996,CPTI000915,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137996,2137996.png,FBgn0020653,http://flybase.org/reports/FBgn0020653,Trxr-1,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,both,no,both,both,both,yes,yes,no,,2813.666667,2237.333333,4388,cell redox homeostasis;determination of adult lifespan;oxidation-reduction process;response to hypoxia,cell redox homeostasis;determination of adult lifespan;oxidation-reduction process;response to hypoxia
2137902,CPTI000925,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137902,2137902.png,FBgn0015776,http://flybase.org/reports/FBgn0015776,nrv1,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,no,no,both,yes,yes,no,1,875,737,761,cation transport;cellular potassium ion homeostasis;cellular sodium ion homeostasis;potassium ion import across plasma membrane;sodium ion export across plasma membrane,cation transport;cellular potassium ion homeostasis;cellular sodium ion homeostasis;potassium ion import across plasma membrane;sodium ion export across plasma membrane
2137891,CPTI001015,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137891,2137891.png,FBgn0267376,http://flybase.org/reports/FBgn0267376,SelR,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,1,328,411.3333333,765,actin filament organization;actin filament polymerization;axon guidance;chaeta morphogenesis;oxidation-reduction process;protein repair;response to oxidative stress;skeletal muscle thin filament assembly,actin filament organization;actin filament polymerization;axon guidance;chaeta morphogenesis;oxidation-reduction process;protein repair;response to oxidative stress;skeletal muscle thin filament assembly
2137759,CPTI001039,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137759,2137759.png,FBgn0263930,http://flybase.org/reports/FBgn0263930,dally,no,no,no,no,no,yes,no,no,no,no,no,no,no,both,yes,no,no,both,yes,yes,no,,1914.333333,2663.333333,815,"axonogenesis;cell migration;chaeta development;chaeta morphogenesis;compound eye development;dendrite morphogenesis;epithelial cell migration, open tracheal system;female germ-line stem cell asymmetric division;germ-line stem cell population maintenance;imaginal disc-derived leg morphogenesis;imaginal disc-derived wing vein morphogenesis;maintenance of protein location in extracellular region;motor neuron axon guidance;negative regulation of semaphorin-plexin signaling pathway;positive regulation of BMP signaling pathway;positive regulation of canonical Wnt signaling pathway;positive regulation of fibroblast growth factor receptor signaling pathway;positive regulation of smoothened signaling pathway;regulation of cell cycle;regulation of imaginal disc growth;regulation of multicellular organism growth;regulation of protein localization to membrane;segment polarity determination;sensory organ boundary specification;wing disc anterior/posterior pattern formation;wing disc development;wing disc dorsal/ventral pattern formation;wing disc morphogenesis;wing disc pattern formation","axonogenesis;cell migration;chaeta development;chaeta morphogenesis;compound eye development;dendrite morphogenesis;epithelial cell migration, open tracheal system;female germ-line stem cell asymmetric division;germ-line stem cell population maintenance;imaginal disc-derived leg morphogenesis;imaginal disc-derived wing vein morphogenesis;maintenance of protein location in extracellular region;motor neuron axon guidance;negative regulation of semaphorin-plexin signaling pathway;positive regulation of BMP signaling pathway;positive regulation of canonical Wnt signaling pathway;positive regulation of fibroblast growth factor receptor signaling pathway;positive regulation of smoothened signaling pathway;regulation of cell cycle;regulation of imaginal disc growth;regulation of multicellular organism growth;regulation of protein localization to membrane;segment polarity determination;sensory organ boundary specification;wing disc anterior/posterior pattern formation;wing disc development;wing disc dorsal/ventral pattern formation;wing disc morphogenesis;wing disc pattern formation"
2138815,CPTI001046,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138815,2138815.png,FBgn0053087,http://flybase.org/reports/FBgn0053087,LRP1,no,no,no,no,yes,yes,no,no,yes,no,yes,yes,yes,both,yes,progeny,progeny,both,no,yes,yes,,12338.33333,4199,1353,,
2137994,CPTI001056,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137994,2137994.png,FBgn0263997,http://flybase.org/reports/FBgn0263997,CG43740,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,380.3333333,267.3333333,130,,
2138348,CPTI001081,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138348,2138348.png,FBgn0052626,http://flybase.org/reports/FBgn0052626,AMPdeam,no,no,no,no,no,no,no,yes,no,no,no,no,no,both,no,both,both,both,yes,yes,no,1,1901.333333,931.3333333,408,AMP metabolic process;IMP biosynthetic process;IMP salvage,AMP metabolic process;IMP biosynthetic process;IMP salvage
2138935,CPTI001175,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138935,2138935.png,FBgn0004449,http://flybase.org/reports/FBgn0004449,Ten-m,no,no,no,no,yes,yes,no,no,no,no,no,no,no,both,yes,both,both,both,yes,yes,yes,1,14106.33333,5901,2337,R7 cell development;chaeta development;compound eye corneal lens development;compound eye morphogenesis;compound eye photoreceptor development;cytoplasmic microtubule organization;maintenance of presynaptic active zone structure;motor neuron axon guidance;neuromuscular synaptic transmission;positive regulation of heterotypic cell-cell adhesion;positive regulation of locomotion;postsynaptic membrane organization;presynaptic membrane organization;regulation of homotypic cell-cell adhesion;regulation of terminal button organization;synapse organization;synaptic growth at neuromuscular junction;synaptic target attraction;synaptic target recognition;synaptic vesicle membrane organization,R7 cell development;chaeta development;compound eye corneal lens development;compound eye morphogenesis;compound eye photoreceptor development;cytoplasmic microtubule organization;maintenance of presynaptic active zone structure;motor neuron axon guidance;neuromuscular synaptic transmission;positive regulation of heterotypic cell-cell adhesion;positive regulation of locomotion;postsynaptic membrane organization;presynaptic membrane organization;regulation of homotypic cell-cell adhesion;regulation of terminal button organization;synapse organization;synaptic growth at neuromuscular junction;synaptic target attraction;synaptic target recognition;synaptic vesicle membrane organization
2138631,CPTI001180,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138631,2138631.png,FBgn0037007,http://flybase.org/reports/FBgn0037007,CG5059,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,yes,,1588.666667,2055.333333,2678,mitochondrial outer membrane permeabilization;positive regulation of apoptotic process;regulation of programmed cell death,mitochondrial outer membrane permeabilization;positive regulation of apoptotic process;regulation of programmed cell death
2138895,CPTI001194,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138895,2138895.png,FBgn0005777,http://flybase.org/reports/FBgn0005777,PpD3,no,no,no,no,no,no,no,yes,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,1070.333333,567,817,mitotic cell cycle;protein dephosphorylation,mitotic cell cycle;protein dephosphorylation
2137788,CPTI001198,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137788,2137788.png,FBgn0000117,http://flybase.org/reports/FBgn0000117,arm,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,both,yes,both,both,both,yes,yes,yes,,13111.66667,6090.333333,18292,"branch fusion, open tracheal system;branching morphogenesis of an epithelial tube;canonical Wnt signaling pathway;cell adhesion;cell elongation involved in imaginal disc-derived wing morphogenesis;cell fate determination;cell morphogenesis;cell-cell adhesion;chitin-based larval cuticle pattern formation;compound eye morphogenesis;compound eye retinal cell programmed cell death;cuticle pattern formation;delamination;dorsal closure;epithelial cell type specification, open tracheal system;germ-line stem-cell niche homeostasis;heart development;heart formation;imaginal disc-derived wing expansion;imaginal disc-derived wing margin morphogenesis;long-term memory;negative regulation of transcription by RNA polymerase II;nervous system development;neuroblast development;oogenesis;photoreceptor cell differentiation;positive regulation of transcription by RNA polymerase II;positive regulation of transcription, DNA-templated;protein localization to adherens junction;protein localization to plasma membrane;segment polarity determination;somatic stem cell population maintenance;ventral furrow formation;wing disc morphogenesis;zonula adherens assembly","branch fusion, open tracheal system;branching morphogenesis of an epithelial tube;canonical Wnt signaling pathway;cell adhesion;cell elongation involved in imaginal disc-derived wing morphogenesis;cell fate determination;cell morphogenesis;cell-cell adhesion;chitin-based larval cuticle pattern formation;compound eye morphogenesis;compound eye retinal cell programmed cell death;cuticle pattern formation;delamination;dorsal closure;epithelial cell type specification, open tracheal system;germ-line stem-cell niche homeostasis;heart development;heart formation;imaginal disc-derived wing expansion;imaginal disc-derived wing margin morphogenesis;long-term memory;negative regulation of transcription by RNA polymerase II;nervous system development;neuroblast development;oogenesis;photoreceptor cell differentiation;positive regulation of transcription by RNA polymerase II;positive regulation of transcription, DNA-templated;protein localization to adherens junction;protein localization to plasma membrane;segment polarity determination;somatic stem cell population maintenance;ventral furrow formation;wing disc morphogenesis;zonula adherens assembly"
2137992,CPTI001234,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137992,2137992.png,FBgn0266521,http://flybase.org/reports/FBgn0266521,stai,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,both,yes,both,both,both,yes,yes,yes,,7606,13845.66667,6460,axo-dendritic transport;border follicle cell migration;germ cell migration;microtubule depolymerization;nervous system development;neuron projection development;regulation of cytoskeleton organization;regulation of microtubule polymerization or depolymerization;synaptic growth at neuromuscular junction,axo-dendritic transport;border follicle cell migration;germ cell migration;microtubule depolymerization;nervous system development;neuron projection development;regulation of cytoskeleton organization;regulation of microtubule polymerization or depolymerization;synaptic growth at neuromuscular junction
2138516,CPTI001259,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138516,2138516.png,FBgn0265140,http://flybase.org/reports/FBgn0265140,Meltrin,no,no,no,no,yes,yes,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,1771.666667,936.6666667,464,membrane protein ectodomain proteolysis,membrane protein ectodomain proteolysis
2138627,CPTI001277,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138627,2138627.png,FBgn0031268,http://flybase.org/reports/FBgn0031268,cold,no,no,no,no,no,no,,,no,no,no,no,yes,no,no,no,no,no,yes,no,no,,146.3333333,121.3333333,145,"establishment of blood-brain barrier;maintenance of permeability of blood-brain barrier;regulation of tube size, open tracheal system;septate junction assembly;wound healing","establishment of blood-brain barrier;maintenance of permeability of blood-brain barrier;regulation of tube size, open tracheal system;septate junction assembly;wound healing"
